Step,Time Elapsed,Tokens Per Second,Train Loss,Validation Loss,Perplexity,Learning Rate,Norm
1060,1646.3408019542694,20688.74498594422,2.0812268257141118,2.150582790374756,8.589862823486328,0.0099,0.2667
1080,1677.139307975769,21278.954230523723,2.5208091735839844,2.396263837814331,10.98206901550293,0.0098,0.2487
1100,1707.5332200527191,21562.212799089048,2.511598587036133,2.5848004817962646,13.260643005371094,0.0097,0.2565
1120,1738.7972033023834,20962.14019712401,2.194676637649536,2.516641139984131,12.386920928955078,0.0095,0.2384
1140,1769.7406651973724,21179.27212617826,2.477062702178955,2.0373778343200684,7.670469760894775,0.0094,0.2206
1160,1800.6252810955048,21219.62604817861,2.0601255893707275,2.603020668029785,13.50446891784668,0.0092,0.2259
1180,1832.3069159984589,20685.80115917225,2.5676820278167725,2.557125329971313,12.89868450164795,0.009,0.2314
1200,1863.811626195908,20801.96884506087,2.2516870498657227,1.9562031030654907,7.072422981262207,0.0088,0.259
1220,1895.070774078369,20965.382756569008,2.177506923675537,2.804088592529297,16.512020111083984,0.0086,0.2337
1240,1926.140920162201,21092.916596907628,2.182340145111084,2.0269083976745605,7.590582847595215,0.0083,0.2224
1260,1957.6620471477509,20791.134793512727,2.204716682434082,2.3528847694396973,10.515861511230469,0.008,0.2419
1280,1988.1703951358795,21481.33357646937,1.8512157201766968,2.778882503509521,16.10101890563965,0.0078,0.2104
1300,2019.469544172287,20938.588433751956,2.179831027984619,1.8346773386001587,6.263113021850586,0.0075,0.2211
1320,2049.978965997696,21480.57749997089,2.087587356567383,2.2829620838165283,9.805683135986328,0.0072,0.2302
1340,2080.620178222656,21388.187751467085,2.0644543170928955,2.3851001262664795,10.860150337219238,0.0068,0.2378
1360,2111.897364139557,20953.29169769957,2.6376702785491943,2.5511178970336914,12.821429252624512,0.0065,0.2258
1380,2143.248831987381,20903.64646341381,1.972394943237305,2.084785223007202,8.042863845825195,0.0062,0.2105
1400,2174.634689092636,20880.742488637312,2.590737581253052,2.413591146469116,11.174016952514648,0.0058,0.2216
1420,2205.5467822551727,21200.764262520155,2.0096709728240967,1.8530328273773196,6.37913703918457,0.0055,0.2084
1440,2235.640314102173,21777.437202517314,2.281249761581421,2.0080928802490234,7.449097633361816,0.0052,0.2324
1460,2266.778583049774,21046.77049012657,2.609993934631348,2.2156982421875,9.167808532714844,0.0048,0.2017
1480,2297.291224002838,21478.311268044832,2.482729911804199,2.1845712661743164,8.88683795928955,0.0045,0.1906
1500,2328.0202181339264,21327.08923709865,2.101571559906006,2.373079299926758,10.73038387298584,0.0041,0.2018
1520,2359.54132604599,20791.14737427056,2.2784996032714844,2.553440570831299,12.851243019104004,0.0038,0.2207
1540,2390.574632167816,21117.956218627827,2.0597474575042725,2.2716875076293945,9.695748329162598,0.0035,0.1988
1560,2421.551110267639,21156.69824981636,2.0431599617004395,2.521143674850464,12.442818641662598,0.0032,0.1992
1580,2452.476857185364,21191.404099100047,2.2056305408477783,2.028722047805786,7.60436201095581,0.0028,0.2015
1600,2482.6073472499847,21750.724883480056,2.0037457942962646,2.5393667221069336,12.67164421081543,0.0025,0.2138
1620,2513.83052110672,20989.538187471317,1.9736130237579343,1.93867290019989,6.949522018432617,0.0023,0.191
1640,2545.2717401981354,20843.97548627296,1.9042701721191408,2.2623300552368164,9.605443954467772,0.002,0.1949
1660,2575.8216450214386,21452.11265928713,2.159177303314209,1.9961531162261963,7.3606858253479,0.0017,0.1765
1680,2606.451203107834,21396.325671805607,2.182129144668579,2.2535760402679443,9.521724700927734,0.0015,0.1882
1700,2636.966442346573,21476.48245103785,1.980926752090454,1.637182593345642,5.140665531158447,0.0012,0.1814
1720,2667.775583267212,21271.60902305376,2.359832763671875,1.9117660522460935,6.765025615692139,0.001,0.1939
1740,2698.346918106079,21437.075072260213,1.8107327222824097,2.104578018188477,8.203640937805176,0.0008,0.1849
1760,2729.1568093299866,21271.091002472025,2.05739164352417,2.1934702396392822,8.96627426147461,0.0007,0.1758
1780,2759.469024181366,21620.32709299621,1.819451928138733,2.274796962738037,9.725944519042969,0.0005,0.1716
1800,2790.6911141872406,20990.26682315917,2.1054208278656006,1.845625042915344,6.332056522369385,0.0004,0.173
1820,2821.608611106873,21197.058795010675,1.8890070915222168,1.7679197788238523,5.858653545379639,0.0003,0.1718
1840,2852.58366727829,21157.66946065281,1.8711028099060056,2.152907371520996,8.609853744506836,0.0002,0.174
1860,2883.2096853256226,21398.798857466085,2.181586503982544,2.065882921218872,7.892262935638428,0.0001,0.17
1880,2914.468764066696,20965.429129517957,2.296691417694092,2.2634646892547607,9.61634922027588,0.0001,0.1854
1900,2945.369251012802,21208.72726514065,2.575143814086914,1.856575608253479,6.4017767906188965,0.0001,0.171
1920,2976.255298137665,21218.64275316889,1.86066472530365,1.7397363185882568,5.695841312408447,0.0001,0.1789
1940,3006.701221227646,21525.377899140167,1.997822403907776,1.839460372924805,6.2931413650512695,0.0001,0.182
1960,3036.99343419075,21634.60295219187,2.101877450942993,1.9684340953826904,7.159456729888916,0.0001,0.1769
1980,3068.063013076782,21093.301663468283,1.8915083408355715,1.7243285179138184,5.608753681182861,0.0001,0.1712
1999,3097.1068081855774,21436.317040105547,2.130826473236084,2.4572079181671143,11.672176361083984,0.0001,0.1794
